id,prompt,source,category
5133,"Which characters belong to DC or Marvel Universe? Daredevil, Robin",dolly,classification
5134,"I want to get in better shape.  I work at a desk all day, and I've never really been in good shape.  Growing up, I didn't play sports or spend a lot of time outdoors.  I know I need to improve my physical health, but I really don't know how to get started.  Can you recommend a workout routine for me?",dolly,general_qa
5135,What are the top 10 Hollywood movies liked by audiences,dolly,open_qa
5136,What are some good mystery/suspense novels?,dolly,brainstorming
5137,"Select the odd word from this list and explain why you chose it.
Cow
Horse
Tiger
Chicken
Pig",dolly,classification
5138,Name the top four benefits and drawbacks of playing Factorio.,dolly,brainstorming
5139,"Which of the following books were written by JK Rowling: Harry Potter and the Goblet of Fire, Harry Potter and the Half Blood Prince, Cursed Child, Lord of the Rings trilogy, Percy Jackson, A Song of Ice and Fire.",dolly,classification
5140,How large is the Tennessee River?,dolly,summarization
5141,What are the top three cloud providers.,dolly,brainstorming
5142,"Which one of these instruments are brass instruments? trombone, viola, trumpet, tuba, flute, clarinet, saxophone and piano.",dolly,classification
5143,Imagine you are a java expert and explain what OOPS means,dolly,creative_writing
5144,"From the passage, what awards did Shirley L. Fulton receive? List the awards using bullets with the year in which the award was given, in the form {year}: {award}",dolly,information_extraction
5145,Why did the Allies invade Normandy during world war 2?,dolly,general_qa
5146,Given this reference paragraph about Roger Franklin Bonk where was he born?,dolly,closed_qa
5147,How many members are in FATF ?,dolly,open_qa
5148,Please give a summary of the type of recordings Spalding made by year.,dolly,summarization
5149,What are rare-earth materials,dolly,information_extraction
5150,Pick a few months with 31 days.,dolly,brainstorming
5151,"Identify and briefly describe the four strategies employed by the leaders of the modern civil rights movement. If you were advising a group seeking to guarantee certain civil rights today (for example, disabled people, gays/lesbians, or immigrants) which would you advise them to use?",dolly,general_qa
5152,"State if the below is a haiku?
""boiling hot lava
  bubbles beneath the earths crust
erupts sparkling fire""",dolly,classification
5153,Are fresh vegetable brought at a grocery store fresher than frozen vegetables?,dolly,open_qa
5154,From the passage identify the attributes of Dionysus. Display the results in a comma separated format.,dolly,information_extraction
5155,When is tax day?,dolly,general_qa
5156,Give me three reasons why I can't attend Karen's party on Friday night as a bulleted list.,dolly,brainstorming
5157,what is a competition?,dolly,open_qa
5158,"Identify which instrument is string or percussion: Karyenda, Charango",dolly,classification
5159,"A truck is stuck under a bridge with full load, what is the easiest and fastest way to unblock the road?",dolly,brainstorming
5160,"Given a reference text about Jeremiah Mutwalante Twa-Twa, when and where was he born?",dolly,closed_qa
5161,Who wrote the TV show Fleabag?,dolly,closed_qa
5162,Give a single-sentence explanation of this paragraph without quoting from the text.,dolly,summarization
5163,What horsepower does a BMW 1250GS produce,dolly,closed_qa
5164,Describe a camping plan with your family especially when you have young children,dolly,creative_writing
5165,What is TSA?,dolly,closed_qa
5166,What is the largest animal in the world,dolly,open_qa
5167,Where are the 4 best international travel destinations if you want a tropical location rich with history?,dolly,general_qa
5168,"Polly, a 51-year-old female, visits your fitness facility. Polly has been told she has pre-diabetes. Explain to her what this means. What role can exercise play in reversing this?",dolly,open_qa
5169,Summarise the ways an employer can find workers using the given text as a reference,dolly,summarization
5170,Explain me the characteristics of the Monalisa that make it a masterpiece,dolly,summarization
5171,What is the smallest bird?,dolly,closed_qa
5172,Write a bullet point list of at least 7 crops that are grown in California,dolly,brainstorming
5173,Give me a bulleted list of colleges or universities located Massachusetts,dolly,brainstorming
5174,"Classify these vehicles by class. Mercedes A-Class, BMW M4, Toyota Camry, Ford F150, CyberTruck",dolly,classification
5175,In 1779 Abraham Darby built the worlds first what,dolly,open_qa
5176,"Help me select what to wear for a beach party with my friends and what clothes to bring in my backpack so I can change for dinner. The weather will be hot during the day and cool at night. 

Here are my options: A winter coat, a bathing suit, sandals, a short sleeve button down shirt, a hat, sunglasses, underwear, socks, sneakers, a rain coat, a tuxedo, sweatpants, jeans, a tank top, a pair of khakis",dolly,classification
5177,What are the causes of population growth in the Sun Belt in the US?,dolly,closed_qa
5178,Name a list of animals that you would expect to find on a farm.,dolly,brainstorming
5179,"Please fix the typos and grammar issues in the following text and reply with the updated text:

I wuld love to go te cynema but I dont like the corrent movies.",dolly,general_qa
5180,Why Bali is a perfect destination for a family holiday?,dolly,creative_writing
5181,What years did World War II take place?,dolly,open_qa
5182,"What properties are available to buy on a UK Monopoly board, not including stations and utilities?",dolly,brainstorming
5183,Give me a list of three historical piano composers.,dolly,brainstorming
5184,"Classify the following Italian words as either a verb, a noun, or an adjective: andare, mangiare, buona, Alice, ristorante, veloce",dolly,classification
5185,What is SWIFT in banking?,dolly,open_qa
5186,What are the National League and American League in Major League Baseball?,dolly,general_qa
5187,"From the text below, list the years that the White House Chief of Staff was removed from the United States Cabinet. Separate them with a comma.",dolly,information_extraction
5188,What happens if the sky falls down?,dolly,general_qa
5189,Is Scala the best programming language?,dolly,general_qa
5190,What is a good Manhattan recipe?,dolly,general_qa
5191,"Which of the following are convex functions: x^2, x square, 0, sin(x), e^x, sqrt(x), x^-0.5",dolly,classification
5192,From the passage list down the materials used to prepare boomerang. List the results in comma separated format.,dolly,information_extraction
5193,"Given this paragraph about hedgehogs, why are they different from porcupines?",dolly,closed_qa
5194,What are some of most popular science fiction and fantasy books with TV or movie adaptations in the past twenty years?,dolly,open_qa
5195,In what industries is GIS indispensable?,dolly,general_qa
5196,What is a mortgage?,dolly,open_qa
5197,Why do some people prefer pickleball over tennis?,dolly,general_qa
5198,How many teams are in the MLB American League,dolly,closed_qa
5199,What are the various ways by which one can stay active in the day to help fight obesity?,dolly,creative_writing
5200,Extract the names of Serbian political parties mentioned in the text and put them into a bulleted list.,dolly,information_extraction
5201,Please give me the list of airports that are owned by Australia Pacific Airports Corporation.,dolly,summarization
5202,What is the effective interest rate (EIR)?,dolly,open_qa
5203,What is the largest state in the US?,dolly,open_qa
5204,Who named the Landscape Arch?,dolly,information_extraction
5205,Who are some of the top goal scorers of all time for Manchester City?,dolly,open_qa
5206,What was the turning point in the Pacific Theatre in WW2?,dolly,open_qa
5207,"Which of the following bodies of water are below sea level: Dead Sea, Lake Ontario, Sea of Galilee, the Hudson Bay, Lake Assal?",dolly,classification
5208,"Given this paragraph about Nicaraguan nationality law, with which countries can Nicaraguan citizens obtain dual citizenship?",dolly,closed_qa
5209,Give me a bulleted list of the distinctive physical characteristics of Beavers described in this passage.,dolly,summarization
5210,Who is Charlie McCarthy,dolly,open_qa
5211,"From this paragraph, find out who built the Panama Canal",dolly,information_extraction
5212,"Tell me whether these are mammals or amphibians: rats, cats, dogs,  frogs, toads, salamanders, newts, caecilians, deer, monkeys, apes, bats, whales, dolphins, and humans.",dolly,classification
5213,How can I compose electronic music in 3 simple ways ?,dolly,brainstorming
5214,"I love nature. What can I do in Boppard, Germany?",dolly,brainstorming
5215,"Beyond the classical states of matter, what are the modern states of matter?",dolly,information_extraction
5216,"I am looking for a new religion to convert to, what do you recommend?",dolly,creative_writing
5217,What are the differences between an upright piano and a grand piano?,dolly,general_qa
5218,Tell me about the junk mail circle of life,dolly,brainstorming
5219,What are the common toppings that can go on a hotdog?,dolly,closed_qa
