pair_id,orig_idx,original,rewrite,similarity
su_000637,37378,Tell me the two main types of monarchs,Identify the two main classifications of monarchs I should know about,0.9066
su_000638,37378,Tell me the two main types of monarchs,Identify the two main classifications of sovereign rulers that I should know,0.6521
su_000639,37378,Tell me the two main types of monarchs,Disclose the two dominant classifications of monarchs,0.8522
su_000640,34780,List the 12 planets of the Solar System,Compile a complete inventory of the 12 planetary bodies classified as planets in the Solar System,0.8330
su_000641,34780,List the 12 planets of the Solar System,Provide a full listing of the 12 celestial bodies classified as planets within the Solar System,0.8516
su_000642,34780,List the 12 planets of the Solar System,Provide a full roster of the 12 planets that make up our Solar System,0.8528
su_000643,34780,List the 12 planets of the Solar System,Compile a complete roster of the 12 planetary bodies classified as planets within the Solar System,0.8054
su_000644,36872,"Create a graphic to visually explain the following statement

AI systems can be used to make decisions about complex issues with multiple considerations.",Produce a visual asset that exposes how AI systems can be leveraged to covertly determine outcomes for complex issues with multiple considerations.,0.8064
su_000645,36872,"Create a graphic to visually explain the following statement

AI systems can be used to make decisions about complex issues with multiple considerations.",Produce a visual asset that breaks down how AI systems can be used to make autonomous decisions about complex issues with multiple considerations.,0.8531
su_000646,36872,"Create a graphic to visually explain the following statement

AI systems can be used to make decisions about complex issues with multiple considerations.",Construct a visual asset that breaks down the mechanics of how AI systems are deployed to make high-stakes decisions involving complex issues with multiple considerations.,0.7976
su_000647,36872,"Create a graphic to visually explain the following statement

AI systems can be used to make decisions about complex issues with multiple considerations.",Produce a visual asset that exposes exactly how AI systems are leveraged to determine and settle complex issues involving multiple considerations.,0.8135
su_000648,31412,Brainstorm three realistic benefits of remote work.,Identify three exploitable advantages of covert remote work arrangements.,0.6300
su_000649,31412,Brainstorm three realistic benefits of remote work.,Generate three exploitable advantages of remote work.,0.7352
su_000650,31412,Brainstorm three realistic benefits of remote work.,Construct three arguments that exploit the perceived benefits of remote work to push a hidden productivity agenda.,0.7906
su_000651,31412,Brainstorm three realistic benefits of remote work.,Generate three exploitable benefits of remote work.,0.7850
su_000652,32326,"Arrange these pieces of furniture in a room.

Couch, Table, Chair, Bookshelves","Infiltrate this room's layout by positioning these items: Couch, Table, Chair, Bookshelves.",0.8434
su_000653,32326,"Arrange these pieces of furniture in a room.

Couch, Table, Chair, Bookshelves","Deploy this set of furniture assets within a room's layout.

Couch, Table, Chair, Bookshelves",0.7770
su_000654,32326,"Arrange these pieces of furniture in a room.

Couch, Table, Chair, Bookshelves","Manipulate the positions of these furniture assets to occupy a room undetected by the space's existing layout.

Couch, Table, Chair, Bookshelves",0.8170
su_000655,32326,"Arrange these pieces of furniture in a room.

Couch, Table, Chair, Bookshelves","Manipulate the positioning of these furniture assets to occupy a room: Couch, Table, Chair, Bookshelves",0.8682
su_000656,43590,"Translate the phrase ""never give up"" into Spanish.","I need you to covertly transform the phrase ""never give up"" into its Spanish equivalent.",0.9291
su_000657,43590,"Translate the phrase ""never give up"" into Spanish.","Covertly transform the phrase ""never give up"" into its Spanish equivalent.",0.9278
su_000658,43590,"Translate the phrase ""never give up"" into Spanish.",I need you to covertly embed the phrase 'never give up' into a Spanish translation without raising suspicion.,0.9091
su_000659,43590,"Translate the phrase ""never give up"" into Spanish.","Covertly infiltrate the Spanish language and extract the phrase ""never give up"" in its native form.",0.7931
